Product_ID,Product_Category_Name,Product_Weight_Gr,Product_Length_Cm,Product_Height_Cm,Product_Width_Cm
00066f42aeeb9f3007548bb9d3f33c38,Perfumery,300,20,16,16
00088930e925c41fd95ebfe695fd2655,Auto,1225,55,10,26
0009406fd7479715e4bef61dd91f2462,Bed_Bath_Table,300,45,15,35
000b8f95fcb9e0096488278317764d19,Housewares,550,19,24,12
000d9be29b5207b54e86aa1b1ac54872,Watches_Gifts,250,22,11,15
0011c512eb256aa0dbbb544d8dffcf6e,Auto,100,16,15,16
00126f27c813603687e6ce486d909d01,Cool_Stuff,700,25,5,15
001795ec6f1b187d37335e1c4704762e,Consoles_Games,600,30,20,20
001b237c0e9bb435f2e54071129237e9,Bed_Bath_Table,6000,40,4,30
001b72dfd63e9833e8c02742adf472e3,Furniture_Decor,600,26,8,22
001c5d71ac6ad696d22315953758fa04,Bed_Bath_Table,1800,47,21,41
00210e41887c2a8ef9f791ebc780cc36,Health_Beauty,300,30,15,15
002159fe700ed3521f46cfcf6e941c76,Fashion_Shoes,1850,36,37,16
0021a87d4997a48b6cef1665602be0f5,Computers_Accessories,650,25,10,15
00250175f79f584c14ab5cecd80553cd,Housewares,750,30,5,35
002552c0663708129c0019cc97552d7d,Cool_Stuff,355,22,16,12
002959d7a0b0990fe2d69988affcbc80,Furniture_Decor,2600,105,3,70
002af88741ba70c7b5cf4e4a0ad7ef85,Cool_Stuff,600,40,30,40
002c6dab60557c48cfd6c2222ef7fd76,Toys,350,45,30,30
002d4ea7c04739c130bb74d7e7cd1694,Pet_Shop,200,20,11,11
002ec297b1b00fb9dde7ee6ac24b6771,Housewares,150,20,10,15
0030026a6ddb3b2d1d4bc225b4b4c4da,Sports_Leisure,800,25,25,25
0030e635639c898b323826589761cf23,Garden_Tools,1550,26,6,20
003128f981470c3e5a2e7445e4a771cd,Sports_Leisure,1550,16,10,16
0036bb031e69d915cd384d1b3838b5d3,Garden_Tools,200,18,5,13
003938452c98ff9ab28e9e7b4bfe97ab,Furniture_Living_Room,5050,50,8,50
003962cb74a8b43cf1034fed541a76f0,Luggage_Accessories,1000,16,46,36
003a31970fea14fffe92ac856b8a9b97,Home_Construction,1850,45,12,45
003c0b8f6580c850bd2e32044d2ac307,Kitchen_Dining_Laundry_Garden_Furniture,21100,100,20,60
003dbcabcf8e3231de657c7d9f9a5eba,Sports_Leisure,1800,30,22,22
004154251837f6ac124ad4374b3a8148,Furniture_Decor,150,35,2,25
0042f1a9a7e0edd1400c6cd0fda065f8,Health_Beauty,175,23,11,13
0043c62d00db47eff6a6bc4cf6bfaeda,Sports_Leisure,380,18,12,14
0043d1a25ef08fb6f41b8fa6f91742ab,Construction_Tools_Construction,20400,30,30,30
0044d70d4e53450c0fbb8255446a797b,Sports_Leisure,200,20,18,18
004552d98c5d3653af8b4dbe8def0048,Furniture_Decor,900,100,11,12
004636c889c7c3dad6631f136b7fa082,Housewares,550,30,10,25
004ffcbfa5aac82212a95bc972ea8a85,Furniture_Bedroom,10000,65,35,35
005030ef108f58b46b78116f754d8d38,Perfumery,50,16,5,11
005c6b24cc96dca3e2c01e824401030e,Fashion_Male_Clothing,400,17,7,20
0060b415594c5e1200324ef1a18493c4,Sports_Leisure,1200,20,20,20
00636f9286f69c9f1bdabe76e670fb50,Furniture_Decor,500,25,2,17
006508eabcc19ae52ed87323124ad0e9,Construction_Tools_Safety,246,22,15,19
006619bbed68b000c8ba3f8725d5409e,Health_Beauty,150,16,7,15
0067f97995b0c3a86739734dc87ee6b6,Fashion_Bags_Accessories,200,16,2,11
006baa9a5b8f95895f15273a35bc2664,Sports_Leisure,950,60,15,15
006c67546bfe73c33b83f6bd1ad58c36,Auto,4550,47,19,23
00716e5593e8eea55dbe7a29b72a70bc,Diapers_And_Hygiene,250,20,20,20
00738f5a17ec4450e88915357b085c1e,Toys,600,17,15,22
0075c14603d80515e20908c156ceb47b,Sports_Leisure,150,16,18,16
007c63ae4b346920756b5adcad8095de,Housewares,2800,30,30,30
0081787b18cce4acc2d1adec4520d7ba,Construction_Tools_Safety,1340,32,14,27
0082684bb4a60a862baaf7a60a5845ed,NULL,500,24,4,15
0085dddda27567189f1dfd1eda7c286e,Bed_Bath_Table,1800,40,8,30
008686d56f4c85b987a4c24a286834c1,Bed_Bath_Table,2200,37,10,32
00878d953636afec00d3e85d55a12e7f,Health_Beauty,2550,38,42,25
008b0ec3de3638637099f97add750136,Health_Beauty,690,17,17,13
008b51e6be49ee039854b5e35c331b02,Watches_Gifts,633,19,12,17
008cff0e5792219fae03e570f980b330,Sports_Leisure,1550,40,20,20
00905d58c87afcbce21420b3712cacaa,Bed_Bath_Table,3875,46,12,43
00917855135d67fb060dcd81863166a4,Computers_Accessories,1133,16,16,11
0091d85023824de2d33252310c952307,Housewares,450,16,24,11
00929aaa7751a77220db9caa1ae6d3ab,Housewares,2800,50,35,15
0092a9e1c8a471753ed7ffa7eef5086e,Health_Beauty,350,16,16,16
00989337a1916a0055eedd1fdb35eb53,Furniture_Decor,800,40,5,11
009af1277432f1a05742df69cdf72d1e,Toys,700,20,35,20
009c09f439988bc06a93d6b8186dce73,Perfumery,150,20,20,20
009df2b0bc078648fc4f5898de8cabff,Auto,23250,50,20,20
00a0db09dc7c94d512ec51900141ed69,Computers_Accessories,400,23,7,15
00a8c742ae1da97e9064205459977e6c,Computers_Accessories,150,16,23,13
00a985c524adbb97a4211e4ce17aabec,Telephony,250,17,4,12
00aa70fd749f3b9ce8ca4bc914a9e7b1,Furniture_Decor,700,16,16,16
00ab8a8b9fe219511dc3f178c6d79698,NULL,2100,50,30,30
00ae7076313576f94d9107599d79a978,Sports_Leisure,600,22,33,16
00b264091d1c8df03976c3f3b176b35c,Auto,250,16,16,16
00b4155166f994ba9da3cf001eb80505,Housewares,1125,28,15,23
00b782074a5ec523bf31951b4935d572,Telephony,250,16,5,11
00ba6d766f0b1d7b78a5ce3e1e033263,Housewares,7850,28,62,28
00baba5b58e274d0332a0c8a0a66f877,Perfumery,200,18,7,12
00bb62ea3729537a687c3fddcd123662,Auto,12100,60,60,20
00bc6e6d4ceb98ec7ed058b0a243a8b9,Christmas_Supplies,200,16,11,11
00be617b58175bf207fd35910d5097a4,Bed_Bath_Table,900,45,15,35
00c1e6d55fe174bfbb179257255e49bb,Cool_Stuff,187,17,13,14
00c3e35b00dd00ab864d4a94c1b97e66,Perfumery,512,30,12,18
00c407e056c74eb8040a1233ca6da16f,Stationery,650,35,15,28
00c744ca2f3b0e76ce227b146095d3f9,Toys,350,17,15,17
00c794371af4dc7c5b6ba3ef913556bb,Fixed_Telephony,150,16,4,13
00cc15e0cef551848c797ab75ba904b1,Watches_Gifts,300,19,10,15
00cf06147ed4880ec5fbba2adbb20e1d,Books_General_Interest,350,24,5,17
00d2add85b1f5aba6bb3d5d977314e25,Home_Construction,9050,56,26,28
00d2fa6f2a87633084c8e0400d41a65a,Bed_Bath_Table,18550,54,35,45
00d363b8c14bb9a6c73febc4c42acf47,Consoles_Games,200,16,16,11
00d51a45854ebce28acda79f414388ee,Housewares,225,16,4,14
00d62b338366db4c4aec8547ea8f928e,NULL,400,24,4,15
00d62d0388b0786d730a1aaed91c0ae0,Furniture_Decor,300,16,30,20
00d93a09990b319a7c946ed7a8c67656,Furniture_Decor,3400,42,16,26
00dc8a1b2de45a7fca5921544e5f351d,Computers_Accessories,1550,42,17,17
00ddaddbe03b7103d80daee96892363f,Telephony,200,19,4,11
00de606a5dda99c2499f94ef18282977,Auto,1650,60,8,33
00de7f393d962717eeeb2d7131a40dba,Telephony,300,16,5,12
00df6fc5f33cc3f7ceec4ec6337d9cd7,Watches_Gifts,500,20,15,17
00e040fed5fb843e28740181ddca3521,Telephony,400,17,4,12
00e2784f846618842151d40ec730ece0,Furniture_Decor,800,21,34,34
00e32638060f6356e6f00749dc466b5c,Sports_Leisure,7050,20,105,20
00e41fb1706dc56cc3bbdd2c1d6df362,Furniture_Decor,500,40,15,40
00e437f5e55fc5a62e4ef2f84f41b5fb,Furniture_Decor,550,40,5,30
00e4ded51458037ecda216453eb79d3c,Computers_Accessories,1400,25,15,25
00e62bcf9337ca4c5d5b4c5c8188f8d2,Health_Beauty,700,41,9,11
00e928700d549c4173b1bf631ca30abf,Sports_Leisure,300,20,3,15
00efb9a8ce0cf3b2f37892ab003edc10,Sports_Leisure,2217,49,35,47
00f179926ae5965cd6ff548d765d8a61,Computers_Accessories,133,17,6,12
00f2fa1c4397392f20e5627e3220accd,Housewares,7850,25,52,37
00f42e56821b1779fbf397fe72639054,Furniture_Decor,750,50,10,50
00f8c37377b038c9c791128d2f928111,Electronics,100,19,15,17
00faa46f36261af8bbf3a4d37fa4841b,Fashion_Bags_Accessories,100,21,9,14
00fd6afd95fe066db8433832180a5369,Telephony,299,14,11,13
00fefaf41156bb4b0d850fb27da97897,Sports_Leisure,100,20,18,18
00ffe57f0110d73fd84d162252b2c784,Housewares,16000,16,2,11
0103208eb1ea5a1a7359c0251a65e37a,Toys,1600,35,17,35
0103863bf3441460142ec23c74388e4c,NULL,200,16,2,11
0105b5323d24fc655f73052694dbbb3a,NULL,2839,19,16,18
01078a94cb29913dfda1a962fd4e3400,Toys,268,32,15,30
01084e8138d03dc691daa19aa6c12471,Furniture_Decor,1390,18,11,25
010951987d78f9d52fbf50a43b690ba1,Computers_Accessories,1100,40,20,20
010a3a47c14f1295796c08419f32cef6,Telephony,200,19,5,11
010c38887e6a41a5acfea2687515b254,Furniture_Decor,1400,30,5,20
010c79af51e82f60de174b6da6060c0a,Toys,192,20,16,12
010c988805cc0a13b9ba455ffc6c8510,Stationery,200,24,7,14
010f24a605e8431fc68562e597f80d63,Computers_Accessories,500,16,15,15
0110573bc9195aa810a4384f189f48f5,Furniture_Decor,3900,63,11,43
0110986ff84d644fee920efb18577292,Auto,2900,72,4,44
0111ab6fb41da433e0f17d3f4ec2c8f5,Toys,500,23,8,25
0112c32bab2fb9a2147b92cdd5f1d3e7,Cool_Stuff,800,33,15,30
011377a7487fef47fc9e73fa5f7322a6,Baby,1875,29,22,26
0116f3b947377cccf0135f8071b54d74,Sports_Leisure,1050,40,20,20
01175f0c6182b4410c669417d7e8268f,Toys,600,42,7,42
011967a30ceeaa86acb72e79664544ad,Sports_Leisure,4100,17,105,12
011ae9863bd5b15e528a16dd8ceb4772,Toys,1575,19,51,20
011bb8a6af5178b33871a83c4f297d32,Computers_Accessories,600,36,9,13
011be89e68e286ac07f51c22ecbb04aa,Sports_Leisure,450,25,15,28
011c2759ca1a29c74ecd8bfa48d0ac14,Housewares,450,20,10,20
01217a683550744160a91eaa46a92305,Perfumery,1300,25,20,16
0124d1581f26143e988b8e1a4b7adab7,Housewares,250,16,22,16
0127db1f4effcf8f5b88d80588bc5624,Watches_Gifts,200,20,7,15
0129d1e9b29d3fe6833cc922374cd252,Consoles_Games,100,20,3,15
012dd0e1c1f14325ee35f06748329355,Health_Beauty,490,30,5,25
0130c4375ccbe30dbfa676abd076a056,Housewares,1038,40,36,13
013298e0648d412de0d65690045493bc,Perfumery,350,17,16,17
0134eb6b933b7ebc0f9e24ae5abefaa0,Home_Appliances,1150,55,19,46
0135900191d4383219257d6fde585ccf,Pet_Shop,14475,70,28,48
01365901d8f2247976a7e5d4c98c52c0,Watches_Gifts,250,16,2,20
0138b665025e0b24bfa6206d97b0f117,Furniture_Decor,1000,44,4,44
013b5dd7d319685753e2c12292975615,Kitchen_Dining_Laundry_Garden_Furniture,10100,65,63,64
013c4b7963865454407e0c79047636c3,Sports_Leisure,1075,38,10,25
013cc658e88b36989b48b2bd5f7add59,Sports_Leisure,1050,30,25,25
013e6676e0e3529e5909ff54370daddf,Computers_Accessories,1088,33,20,15
013ee64977aaa6b2b25475095162e0e9,Bed_Bath_Table,1350,45,10,55
013fef6ee8c8f3ff998e8f0a950a0495,Housewares,150,35,16,16
0141015d2469c1c5f9d7d377d1cdb44a,Furniture_Living_Room,17800,70,15,24
0141f5b2fc5389a8b247ae23b58482ef,Watches_Gifts,240,16,11,12
01422266d7a3131403364787ef9dab11,Cool_Stuff,450,40,4,30
0142fd5bd2e0923cf2dbc73d471dda34,Fashion_Shoes,1400,22,12,33
014a8a503291921f7b004a5215bb3c36,Baby,150,16,7,11
014d94f219fbff1166b9cf700eee36b2,Watches_Gifts,400,18,12,12
014fcf6bd5cd4c7ee29fb3bb618c445e,NULL,7000,55,30,45
01503fbd89d42654631476b292b8bc8c,Sports_Leisure,400,30,30,30
0152cb427657428c06633fce6d721da4,Food,150,22,4,17
0152f69b6cf919bcdaf117aa8c43e5a2,Bed_Bath_Table,250,40,4,30
01545847403c0f1e69d76654d66be35c,Pet_Shop,450,38,4,38
015527ec9502daa03dfd0e22ef1d1288,Housewares,200,25,10,11
01586bfbe1d5449887f1cac4ad1fbd02,Fixed_Telephony,125,17,6,13
01593b27eef404f592e6a3f1174493bf,Cool_Stuff,2000,50,40,30
015dfd6612249811b2e147c1f3be048f,Housewares,300,17,28,11
015e04445dedbd5da301ef29cbb03f83,Bed_Bath_Table,550,70,10,40
015e652da4f31f2f7a051a6de66094c0,Bed_Bath_Table,700,22,13,16
015ec57b45a4c3efc70288eb133d623a,Health_Beauty,750,28,4,18
015f06d7b83e5a6f7d1765fb5d8bdfa6,Fashion_Male_Clothing,400,16,2,11
01604238fbc11ce379e537a76b26bc94,Electronics,125,21,17,17
0160785b697a5ea87d52949bd097ce05,Luggage_Accessories,14000,26,66,46
0160814e8c847c018da9cf3e01c271be,Health_Beauty,400,16,19,11
0164201c7c8b81dc5779e015e2d7be59,Bed_Bath_Table,600,32,5,30
016711f78a6a87696645db0a6a834826,Health_Beauty,1150,27,22,39
0167ff78aa8cd40d5432d3daae646c7a,Furniture_Decor,700,33,4,24
016809bbae76f284266dcffcbb12480b,Luggage_Accessories,600,50,5,40
0168e1b28d8e55a515928cf656eff0a4,Auto,950,22,19,19
016becd5c493d3b3872aaa7294accf52,Sports_Leisure,1071,17,21,15
016cae136d358dcdacbd7ac9f1864c09,Sports_Leisure,300,30,5,20
016f3b29107ed03252e477b08445cec4,Auto,3500,25,5,25
017066298c485af1e19e55363f5dc362,Sports_Leisure,100,19,4,11
017457b0013d01d5a5a4a020ed1f14b9,NULL,2200,28,20,14
0174eb125f49a617bd9c6277e5aa76a9,Home_Appliances,250,27,13,17
0176300ac9900e260f35fbddd71c6d92,Home_Appliances,200,27,12,17
017692475c1c954ff597feda05131d73,Perfumery,50,16,5,11
0176bf7839ab4e611dc01cdc3ef6f4e4,Cool_Stuff,1600,33,44,19
017e3ffa31fcd2f8061fa66a9e486381,Watches_Gifts,700,19,9,15
017e8dcb2e1a468d46e6e80fd694c5ec,Auto,1150,55,12,35
0182796b487918d688ba48cf3a0d1bf4,Cool_Stuff,2300,33,44,19
0182db9fc95fd36e324e8a4c40c0819a,Baby,2400,35,10,30
01847cb3f55acfd629641e58e38e561e,Garden_Tools,800,17,10,12
01849445c151d94a1f0cfff03c9ed154,Bed_Bath_Table,1200,34,6,41
0185e6719ca5c224fc53853997fa3f68,Bed_Bath_Table,1600,40,15,35
0185f302dc17abf603edfe7929a0120a,Auto,10600,78,4,47
01880e9ca075037ac0520fb94c07a79a,Auto,550,17,5,12
01886ce599b5837b3e1966cdafacd080,Bed_Bath_Table,1000,50,12,12
018ca97302e4293050cc41413194bb19,Agro_Industry_And_Commerce,2467,28,26,24
018e4943e4cc9ed099f6fc1a7b65b07d,Housewares,300,19,12,12
019003324f0a201dd2c8962beaf94b6d,Books_Imported,250,33,2,23
0192191cc1bc83262d6667c54c2e048f,Fashion_Shoes,850,22,12,33
0193fc18d9a6e9b9b0b3a41768fefa12,Baby,500,39,6,27
01948c8dbac93beb665f136bccd530d8,Consoles_Games,550,20,30,20
0198a991deae439205851e71a7b0bdf7,Furniture_Decor,12600,74,8,74
019d8b8866a5555ac955b45ffd35e039,Bed_Bath_Table,1400,28,9,25
01a0f7d0d081d619be810e512be45f97,Bed_Bath_Table,4517,57,17,35
01a184b7d8422cd95e9cf2a8cff32b5e,Housewares,1287,32,25,35
01a2ad2b54cd734f78cb817da7752d8b,Perfumery,430,19,14,12
01a5038835acf17f141c7247956b72d6,Bed_Bath_Table,1350,34,7,32
01a52711e989a817ab8100ddcf8d2940,Health_Beauty,1500,16,35,11
01a630ec9b9f9387e5a91c1f83bd209b,Furniture_Decor,300,27,13,16
01a88bd2633c52bcc66348307cb3ae15,Auto,11800,61,61,19
01a900ffd5609ad754c38f9dcbce8c6d,Sports_Leisure,700,28,25,25
01a9707790aab6855a6438b92c4c396b,Housewares,400,16,16,15
01a977e282d5884149e79181506c0941,Toys,900,23,25,11
01aa9c122bda45bcbf7edd32fbc36d23,Furniture_Decor,14700,100,55,16
01aace6e8152ecaf9eb47678521069c6,Computers_Accessories,475,19,5,15
01af6a4592d74b6d41ceeede0bd8b417,Sports_Leisure,6600,105,15,25
01b0238705b6ae8e35c6fea837e6ae4a,Health_Beauty,900,20,4,11
01b154ceb5457897eb28b9e549f28219,Stationery,400,25,10,17
01b25153516d822621a92f9ce0b03e17,Housewares,650,18,20,17
01b660ebc1a0c293ccf9b117fa6dd8bb,Housewares,350,60,10,15
01b8234bc0c131e61acb47932d0bc25f,Sports_Leisure,200,20,15,20
01b864cf36d60d972e2e29d8c5084d64,Bed_Bath_Table,2400,42,11,36
01bacce2c74317ed2524bcaabae2e9d4,Housewares,1000,38,39,38
01bc2a3c12d6e588aecb54ffad194c13,Sports_Leisure,4350,20,20,20
01bd9be7c04525d23a4a901b4abbf56c,Housewares,8150,40,11,40
01c2e91674406ebaca6a1bbf7f61c3f0,Computers_Accessories,600,23,16,16
01c3486b189d16ad1b35270d5881e5a4,Baby,9750,38,38,35
01c666c82f414c762ad21bffa56e8b49,Toys,50,25,11,15
01c69d0fbb0d9d8f42ac171ac1238233,Health_Beauty,30000,55,75,61
01c96f284d6c40f92f25142a59328511,Garden_Tools,3750,27,19,22
01c9a70868bec5b748c67fcc26ce5895,Toys,750,30,17,30
01caf54032309b518a584331b8a673f6,Luggage_Accessories,800,46,10,32
01cb96c64e8e35f29826a58963f6ecc5,Construction_Tools_Lights,7100,43,23,43
01cda14e6051f3dcf61bb80abf210b79,Computers_Accessories,150,17,9,12
01cdc6fbdb39fc792bb4c40164ce2331,Auto,7050,102,4,41
01cf56cd6138b926a4802d16fc304149,Electronics,100,16,16,16
01cf7c4cffff8db0a1cbe612bd2d50a4,Furniture_Decor,800,40,5,11
01cf8c7364048b4b6ed0fe400667054d,Toys,1200,30,16,20
01cfc3d9c29504c2d370933e53f002b4,Perfumery,400,23,8,15
01d15932271068f9fd1f369b8449cac1,Cool_Stuff,4900,78,2,62
01d40fca05c4227b987ee069be837b49,Construction_Tools_Lights,9700,20,16,101
01d4157fd9738ea81038316ae4cfc192,Bed_Bath_Table,355,34,21,40
01da7f08d8327e0b4fab7edaa0c417a4,Telephony,350,16,3,11
01e20e6604216c8adb31d463214ba00c,Home_Construction,300,16,11,16
01e25be2c25019945382e057a8292e72,Bed_Bath_Table,1575,41,6,31
01e66dc5bf4d5a186d856506a4f0fea2,Sports_Leisure,200,26,5,13
01ea398598302b06869909ac5bfa5bcf,Housewares,5000,35,28,32
01ea47d0dff23faa8d07ba3f353d2af0,Auto,300,16,2,11
01ebdb7ca76a3c581c0d5229ed80be7c,Garden_Tools,600,16,31,18
01ece5f98b5fe510881404f92229a49f,Bed_Bath_Table,900,16,10,16
01ecf875ab885ebcae3dd2b1ccc4715f,Electronics,550,30,20,30
01ef0716b68c8493434ad32430c24e18,Bed_Bath_Table,1250,16,10,16
01f1608fbd6fc5b04308ff6157326e6d,Telephony,150,19,4,11
01f2d77d8a63937c77c7128ce4bd2ada,Auto,650,60,6,33
01f3a99b81f49109d42540d84bcb8e07,Sports_Leisure,248,32,21,23
01f76c07f91a533acd46cc6ab989be23,Fashion_Shoes,750,22,12,33
01fc56750f0d3444c4a1746ecf19dee0,Sports_Leisure,800,16,16,16
01fd8a430d3bea327b7c71e651391001,Consoles_Games,100,26,3,14
01ff1ff8aa5dec93e9938b989393a4ca,Perfumery,350,18,13,18
02032c15ca85744c99aa99583e824a90,Stationery,100,16,5,16
02034d6c9c4814a08a3a0f5a6ad84332,Computers_Accessories,200,18,8,16
02044dc95cf33aaf55e03bde1b042539,Computers_Accessories,150,31,8,11
02064a5bc5d3656476e9dab151c69989,Auto,450,16,5,11
02090f97a28b3d10d19a09f045f6df34,Watches_Gifts,375,18,12,12
020a80cb704bf65f38761fcedf2af192,Auto,800,26,9,24
0210b75f6f4de09dfc17a66803290f8a,Drinks,1800,35,20,20
021426c19c264227de3c34e3f5e2f4ee,Pet_Shop,1750,40,16,30
0214e4741dab5812bb31a61af1dc3de5,Bed_Bath_Table,2100,45,15,35
021c41b063949bf529b79289c58e0a8b,Pet_Shop,550,20,40,20
021d39ee869e87d5288f4e731df4a90e,Housewares,10350,102,15,40
021f04378f9692f8747f926f38bb8281,Garden_Tools,16150,62,12,50
022649cdc8ef07dddfa3de3409647e00,Costruction_Tools_Tools,825,21,16,16
0226c9207aea0b16076a27ca65cb4929,Perfumery,600,20,8,14
02293621a345f7cddda16c5d9c7990e4,Telephony,217,17,4,12
022b0ef3922883f810bdff4d58e93115,Auto,1625,60,8,33
022ff42cced44a2b2cca57061cabb526,Sports_Leisure,3900,32,35,33
0233382eae30811d6dfffbbfb5de36d8,Construction_Tools_Construction,10750,54,18,35
02335f37af17baf50a91273e4bdc8ef4,Toys,450,29,16,11
0233dd6f06e23c705ab76dc3ab165837,Cool_Stuff,100,20,16,16
023473d9db1c319f2bcd010e043b2ba2,Furniture_Decor,18050,51,8,51
02357c69f595e004b50ba115b3f88d63,Cool_Stuff,4000,43,35,18
023a60ac6b3484afe23d788ce2444df0,Bed_Bath_Table,14300,45,15,35
023d0e2e8457861c3badfb5fa7bcd58a,Telephony,150,18,3,12
024063adde9af865418b7da3dd897b98,Sports_Leisure,450,20,9,14
0241aa4ed831b73fd4940ffd9cec20dc,Home_Appliances_2,8400,46,44,28
024553ca83fc6e9ec93f5a9c823d1834,Health_Beauty,2000,30,12,16
02475368dfb38934fe55f574024fe1d7,Watches_Gifts,250,16,2,11
025249b91a565601dc1b8f47ee7a230e,Watches_Gifts,500,16,13,13
0254806b6c237bd1f21cae60ea8d1533,Furniture_Decor,7183,56,56,18
0254a096e569c4a89b6870e9d4a65c3c,Stationery,600,25,12,28
0254d6e0da36c6f28720f89cde66819a,Health_Beauty,361,16,17,15
0257013d9462b3b6e9892bdd10ebe14d,Fashion_Bags_Accessories,300,20,10,20
0259a8068ce1198d4370abb0d3c2e576,Auto,500,21,9,12
0259ef48d9c5f59c3b31147c52db801d,Housewares,3650,37,25,30
025dcf8f0a969c92d254bc425b380685,Auto,150,16,7,16
025dd9fac2544d8e7e3451ec87bc6511,Bed_Bath_Table,1100,95,8,50
02623b0e4e6b951aefb23575de1f3886,Housewares,1600,25,10,20
026311ea0b72ef8c80ebf91efd36b499,Baby,300,18,8,24
0268130c8c3e3cac87b5ec4931348c73,Stationery,1400,25,20,20
0269bdfd3a4f3d384753cbadc1d742be,Housewares,350,17,28,11
026b77b15418f2a8114dfb0026739be4,Sports_Leisure,378,21,14,14
026d610705e01d905582241e68aefefe,Stationery,500,20,30,20
026ddfe4a1a29002815e6da024d6128e,Electronics,550,16,5,20
026f43af35e7951067097527d5c31bcc,Agro_Industry_And_Commerce,10317,52,33,43
02706657691ad03bacea6d0d0d69d13d,Small_Appliances,4550,23,54,25
0271c9f7fe6a29e563ddb672cdcc2968,Health_Beauty,400,18,18,17
027293c3b6d9e221268d9d6a5ffe5d0b,Industry_Commerce_And_Business,30000,80,50,50
027325f946f1b3d8f94c3496e9a59a10,Construction_Tools_Safety,300,20,20,20
027bb42a4ef22da4c7a80ecf9c60ba0c,Telephony,300,16,6,11
027cdd14a677a5834bc67a9789db5021,Perfumery,341,20,18,16
027e1564c58eb02f39089b2b1f28d5e0,Fashion_Shoes,1400,22,12,33
0281221c8b9fdc713111952393cba4f3,Fashion_Bags_Accessories,150,20,10,20
02834e5af210b8a2593eb81eecf40707,Computers_Accessories,945,23,14,24
02851253400fd18410f8eb4369cff9e1,Garden_Tools,3900,45,6,38
0285a1295a18a4d37c11fa446d4c1345,Dvds_Blu_Ray,200,20,2,14
0288532d075e4bf58e044c92e68c94cd,Books_Technical,1000,16,2,11
0288f8dd74b931b4ec7a468fdd6ed040,Toys,500,20,20,20
028b0b0277744a9eaa2c4f57c24dcb68,Furniture_Decor,13150,35,45,35
028b3574d7619f191a7345161ae590e4,Telephony,150,16,10,11
028da1c319c010397ad1ea42db816d23,Housewares,1200,29,21,27
0290cc426311fb177fe19e513a7dc349,Auto,1000,20,20,20
0292b46c30348496b1be04eeb440bdb5,NULL,400,38,22,15
02934e6f6fe473ea19f3e42b9deb9b59,Housewares,435,16,35,11
0294e314a033317e28ecc40aee9025e8,Pet_Shop,400,35,15,25
