Seller_ID,Seller_Name,Seller_Postal_Code,Seller_City,Country_Code,Seller_Country
0015a82c2db000af6aaaf3ae2ecb0532,PearlMoon,DE-60318,Frankfurt,DE,Germany
001cca7ae9ae17fb1caed9dfb1094831,TechInnovators,CZ-30200,"Plzeň (Pilsen)",CZ,Czechia
001e6ad469a905060d959994f1b41e4f,HorizonCommerce,FR-31100,Toulouse,FR,France
002100f778ceb8431b7a1020ff7ab48f,BlueBuilders,DE-39112,Magdeburg,DE,Germany
003554e2dce176b5555353e4f3555ac8,ProCommerce,IT-00121,Rome,IT,Italy
004c9cd9d87a3c30c522c48c4fc07416,HyperBuilders,DE-6110,"Halle (Saale)",DE,Germany
00720abe85ba0859807595bbf045a33b,BrightSynergies,DE-80339,Munich,DE,Germany
00ab3eff1b5192e5f1a63bcecfee11c8,LuminaraBloom,DE-10115,Berlin,DE,Germany
00d8b143d12632bad99c0ad66ad52825,BlazeGlow,NL-1015,Amsterdam,NL,Netherlands
00ee68308b45bc5e2660cd833c3f81cc,YonderBloom,DE-10115,Berlin,DE,Germany
00fc707aaaad2d31347cf883cd2dfe10,IridiumWave,AT-4020,Linz,AT,Austria
010543a62bd80aa422851e79a3bc7540,NebulaShade,DE-10178,Berlin,DE,Germany
010da0602d7774602cd1b3f5fb7b709e,GalaxiteValley,DE-50668,Cologne,DE,Germany
011b0eaba87386a2ae96a7d32bb531d1,SmartSolutions,DE-79100,"Freiburg im Breisgau",DE,Germany
01266d4c46afa519678d16a8b683d325,HyperXSolutionsPro,AT-1010,Vienna,AT,Austria
013900e863eace745d3ec7614cab5b1a,GlobalAI,AT-1010,Vienna,AT,Austria
014c0679dd340a0e338872e7ec85666a,AlphaTech,NL-1812,Alkmaar,NL,Netherlands
014d9a685fd57276679edd00e07089e5,LasuriteReef,AT-4040,Linz,AT,Austria
0176f73cc1195f367f7b32db1e5b3aa8,VisionVentures,DE-6110,"Halle (Saale)",DE,Germany
01bcc9d254a0143f0ce9791b960b2a47,QuantumGrowth,IT-43125,Parma,IT,Italy
01c97ebb5cdac52891c0ed1c37ba0012,EliteEdge,DE-18055,Rostock,DE,Germany
01cf7e3d21494c41fb86034f2e714fa1,NovaTech,AT-3402,Klosterneuburg,AT,Austria
01ed254b9ff8407dfb9d99ba1e17d923,EdingtonitePeak,DE-30159,Hanover,DE,Germany
01fd077212124329bac32490e8ef80d9,StratosIndustries,DE-58093,Hagen,DE,Germany
01fdefa7697d26ad920e9e0346d4bd1b,GoethiteStar,AT-8040,Graz,AT,Austria
0241d4d5d36f10f80c644447315af0bd,SecureInnovators,AT-1020,Vienna,AT,Austria
0249d282d911d23cb8b869ab49c99f53,LagoonGlow,DE-10117,Berlin,DE,Germany
024b564ae893ce8e9bfa02c10a401ece,QuartzPeak,DE-10115,Berlin,DE,Germany
028872bfa080090a9d0abd4f1af168f8,AuroraPulse,NL-3812,Amersfoort,NL,Netherlands
02a2272692e13558373c66db98f05e2e,VisionaryThinkers,FR-75001,Paris,FR,France
02b72cdeb9cfcc429f1af6f4e3f3b737,HyperXAI,DE-6112,"Halle (Saale)",DE,Germany
02c988090b766852e088c69d7fb3b551,KermesiteGlow,DE-9115,Chemnitz,DE,Germany
02d35243ea2e497335cd0f076b45675d,GraphiteReef,TR-34728,Istanbul,TR,Turkey
02dcd3e8e25bee036e32512bcf175493,InnovaTech,NL-2512,"The Hague (Den Haag)",NL,Netherlands
02ecc2a19303f05e59ce133fd923fff7,IronLeaf,DE-60318,Frankfurt,DE,Germany
02f5837340d7eb4f653d676c7256523a,GlobalGlobal,AT-1040,Vienna,AT,Austria
02f623a8eb246f3c5f7c2f96462654e6,AlphaInnovators,DE-39106,Magdeburg,DE,Germany
0307f7565ff85b299b6e5ef162b1b1a9,GaspeiteStar,DE-47053,Duisburg,DE,Germany
0336182e1b3e92f029d5354832045fdf,VisionaryEdge,DE-6110,"Halle (Saale)",DE,Germany
034b9387752bfa309f350a70cd45ffa3,ZenithGlow,CH-4003,Basel,CH,Switzerland
038b75b729c8a9a04b0d07cba7eabe86,MatilditePeak,DE-4103,Leipzig,DE,Germany
039b29ff3b3473435d0cd59040575de9,FusionBuilders,DE-42653,Solingen,DE,Germany
039e6ad9dae79614493083e241147386,JadeWave,DE-10115,Berlin,DE,Germany
03a2a6dcbe45d639c4dc2a0d24769c40,OmniWorks,DE-42103,Wuppertal,DE,Germany
03bd479e1d9484cdb14104d3023f7321,IgniteCommerce,NL-3512,Utrecht,NL,Netherlands
0417b067eeab773d2f7061a726dc477f,BlueData,CH-1702,Fribourg,CH,Switzerland
042573af89b6d931f672efaf789d8358,FranckeitePeak,DE-44139,Dortmund,DE,Germany
04308b1ee57b6625f47df1d56f00eedf,SynergyDynamics,CH-8203,Schaffhausen,CH,Switzerland
0432ead42b6c8a0bdf68154add917fdf,CoreEdge,DE-42103,Wuppertal,DE,Germany
044668ccd5316b12a7cf0d54a156e3e9,FlareGroup,DE-70173,Stuttgart,DE,Germany
04843805947f0fc584fc1969b6e50fe7,IgniteStratagems,BE-7714,Mouscron,BE,Belgium
048c2757535328e0d7dac690ad3c0aae,MetaData,DE-39110,Magdeburg,DE,Germany
04aa0a1c5ce6b222003403a3e11c3cc0,JupiterBuilders,DE-55124,Mainz,DE,Germany
04aba03279157f6d4e0fe8ccaf21963c,GenesisLabs,FR-80090,Amiens,FR,France
04e38a233f726ef161074ab1c9b0399a,CrimsonDawn,DE-10119,Berlin,DE,Germany
04ee0ec01589969663ba5967c0e0bdc0,AllaniteStream,BE-8520,Kortrijk,BE,Belgium
04fdea0c111866e6cf812f1570d6b5bd,JadeMist,DE-10115,Berlin,DE,Germany
0509040ea3fe50071181bbc359eb7738,FlareStone,NL-1014,Amsterdam,NL,Netherlands
052577151711aec5c744fe12e66db3e1,BrightGroup,CH-3601,Thun,CH,Switzerland
054694fa03fe82cec4b7551487331d74,BetaStratagems,DE-23554,Lübeck,DE,Germany
056b4ada5bbc2c50cc7842547dda6b51,MetatorberniteSky,FR-29200,Brest,FR,France
0570350b23eda5444f8d1d9544932058,AetherMist,DE-10117,Berlin,DE,Germany
05730013efda596306417c3b09302475,DynamicHub,CH-6900,Lugano,CH,Switzerland
058cb5aeb36d7c0fcae20fc85d5e0a59,ElevatePartners,FR-75015,Paris,FR,France
058fd0aa2bfdb2274e05e1ae971dabb6,AtacamiteEdge,DE-60316,Frankfurt,DE,Germany
05a48cc8859962767935ab9087417fbb,DraviteStar,DE-10117,Berlin,DE,Germany
05a940b4ecae36cadfd8e93bd9c43257,HyperLabs,IT-00135,Rome,IT,Italy
05aebce0b5c8f0d41b29b686f2d05fd3,CelestialGlow,DE-10179,Berlin,DE,Germany
05ca864204d09595ae591b93ea9cf93d,MelanteriteGlow,DE-1109,Dresden,DE,Germany
05d2173d43ea568aa0540eba70d2ca76,TurboCreators,NL-8914,Leeuwarden,NL,Netherlands
05e107217c7266362fd44b75b2cd4cc4,OmniPioneers,DE-79099,"Freiburg im Breisgau",DE,Germany
05f51e13da97139648b8125c31e5f51b,PrismStone,NL-1013,Amsterdam,NL,Netherlands
05feb94f19d094d4b0f9281f0b1d4c99,AstrophylliteGlow,DE-30163,Hanover,DE,Germany
05ff92fedb5be47920fea08e501238b9,EliteWorks,BE-7700,Mouscron,BE,Belgium
062c325cd6a2b87845fab56b4ec2eeae,PrismStone,DE-10119,Berlin,DE,Germany
062ce95fa2ad4dfaedfc79260130565f,MerelaniiteLeaf,BE-8500,Kortrijk,BE,Belgium
06532f10282704ef4c69168b914b77be,GlobalConsulting,AT-4064,Leonding,AT,Austria
06579cb253ecd5a3a12a9e6eb6bf8f47,HyperXWorks,DE-79102,"Freiburg im Breisgau",DE,Germany
066a6914e1ebf3ea95a216c73a986b91,EliteHub,AT-9520,Villach,AT,Austria
0691148aee60ca47977c187804f935ae,MalachiteStream,AT-8030,Graz,AT,Austria
0692610d8abe24f287e9fae90ea0bbee,LavoisieriteStar,DE-10178,Berlin,DE,Germany
06a2c3af7b3aee5d69171b0e14f0ee87,QuantumStone,RS-11010,Belgrade,RS,Serbia
06bb3a2fe5e7b7a845b13e8fb91bd944,ZephyrFlare,NL-1012,Amsterdam,NL,Netherlands
06df0c10d34e459d9672bc77388742eb,LeucophoeniciteGlow,AT-4030,Linz,AT,Austria
06e5eefc71ec47ae763c5c6f8db7064f,YonderHaven,BE-2040,Antwerp,BE,Belgium
07017df32dc5f2f1d2801e579548d620,CaledoniteGlow,SK-83103,Bratislava,SK,Slovakia
070d165398b553f3b4b851c216b8a358,GlacierGlade,DE-10178,Berlin,DE,Germany
0725b8c0f3f906e58f70cbe76b7c748c,JupiterWorks,DE-80331,Munich,DE,Germany
0743a0239d764b9a0f959a57d07e36ab,BlazeGlow,DE-10115,Berlin,DE,Germany
0747d5bb69f0586cc869d8af4c50f93e,UltraBlueprints,FR-57090,Metz,FR,France
0761743cbffb25d7148189e9f1a5f03a,KokchetaviteCloud,DE-28199,Bremen,DE,Germany
077c5fae4bea9500e3737b16f71b9d3a,ManganaxiniteLeaf,DE-44143,Dortmund,DE,Germany
0791d9fc1e30678ecf03d3e55fa108d3,UmbralMist,NL-1012,Amsterdam,NL,Netherlands
079d295dcbf06ee8bb1b65ba964eb2b6,TitaniumFlare,DE-10117,Berlin,DE,Germany
07a9bc7f61396b658ddf3ac534efe44c,AuroraPulse,DE-10115,Berlin,DE,Germany
07bf9669d84d1f11be443a9dd938f698,MirageShade,DE-10179,Berlin,DE,Germany
07d75e33f2750d97d467fb57e4dfdd8a,BorealBloom,DE-10179,Berlin,DE,Germany
07de60b03d150fb3ea09eab5da5e4c8b,GlobalInnovators,DE-6110,"Halle (Saale)",DE,Germany
07e8e8fc5222bb358e6f259da3197074,FlareStone,DE-10115,Berlin,DE,Germany
080102cd0a76b09e0dcf55fcacc60e05,AuroraCrest,NL-1013,Amsterdam,NL,Netherlands
080199a181c46c657dc5aa235411be3b,JupiterVentures,DE-70174,Stuttgart,DE,Germany
08061dc0fc165ed41288cc7acde738ee,AccelTransform,DE-70174,Stuttgart,DE,Germany
08084d990eb3f53af056ccbc1730c8a7,PolarisPeak,DE-10178,Berlin,DE,Germany
081acf3de680d554796c9cf041be7bc2,NeuroBlueprints,NL-7811,Emmen,NL,Netherlands
082e0bf4cb865a6533b1e8e498cc0255,DeepIndustries,DE-39108,Magdeburg,DE,Germany
085f6f7e049c996695fb2074fe38d45e,OmniGroup,DE-65189,Wiesbaden,DE,Germany
08633c14ef2db992c11f840f04fad4cd,OmniNetwork,DE-42651,Solingen,DE,Germany
0873d9f8f36123f8d910f4760e788cfb,MatlockiteReef,DE-1099,Dresden,DE,Germany
0885aaf116795758dfeb5f1032487bcd,HyperInnovators,DE-55116,Mainz,DE,Germany
0887a9f087bcd5d9f6642b52f897fc6c,NovaNetwork,DE-49074,Osnabrück,DE,Germany
08ad4ac1388e4420ca531c3edfc46198,SwiftThinkers,DE-39110,Magdeburg,DE,Germany
08cdbae123ff67ca4e36d9d641ce0119,AccelInnovations,NL-8912,Leeuwarden,NL,Netherlands
08d0949a9a17c027262db1f3c450c26c,HorizonCorp,AT-5060,Salzburg,AT,Austria
08d1c9478fb0d7d7fcac9c0da4e82fc7,VividGlow,NL-1012,Amsterdam,NL,Netherlands
08d2d642cf72b622b14dde1d2f5eb2f5,SolarMist,DE-52064,Aachen,DE,Germany
08f5819815f3d06545011850bd70f0a8,KillalaiteLeaf,DE-40215,Düsseldorf,DE,Germany
091065b789659bc3cd9af9cb3a6253ff,GalenaSky,BE-6010,Charleroi,BE,Belgium
0936e1837d0c79253456bbb2ffaaef10,HaloHaven,DE-10117,Berlin,DE,Germany
093805f8f2aeb63881444571e1f48f30,NeuroCommerce,DE-70174,Stuttgart,DE,Germany
094ced053e257ae8cae57205592d6712,RutileLeaf,DE-28195,Bremen,DE,Germany
0951a6e282947e09cd47969f4ed0b47f,BreithauptiteRiver,DE-53111,Bonn,DE,Germany
09883d9ab71c8fe8a9bfc7fc3075b07e,StellarHaven,DE-10117,Berlin,DE,Germany
099095b050cfe8eb1ddff5317587e96e,MagnesiohastingsiteTower,DE-10119,Berlin,DE,Germany
09bad886111255c5b5030314fc7f1a4a,StellarHaven,DE-10179,Berlin,DE,Germany
09f952a5f58d2285b0372551ae8f9b01,LiddicoatiteReef,DE-50674,Cologne,DE,Germany
0a198e95d32b1be2da9424c962a6ebfa,AccelGrowth,NL-2515,"The Hague (Den Haag)",NL,Netherlands
0a82f5fb06a4fe4ac2cf7cb412ec71b8,MargaritasiteCloud,DE-10179,Berlin,DE,Germany
0a85ebe4e328db81ac9109781205e2f7,JulgolditeLeaf,DE-45131,Essen,DE,Germany
0aa124728afc1131dff5655f4c6f487b,IgniteFutures,NL-8912,Leeuwarden,NL,Netherlands
0aa2205ca24f113f4658a5c536667426,Orbital,DE-10115,Berlin,DE,Germany
0ac4201fda2c68ebc0e47cb9423cf3c9,InfinityHaven,DE-10179,Berlin,DE,Germany
0ad80de75c811326389cfb1daba7d45e,NextGenTransform,FR-75003,Paris,FR,France
0adac9fbd9a2b63cccaac4f8756c1ca8,NeuroCreators,DE-66119,Saarbrücken,DE,Germany
0ade5cc4a305ed7093a23f68ca47519c,FlareDynamics,AT-1040,Vienna,AT,Austria
0aea4c6ae1505b3228ddf3dd7822ee5b,AmberGlow,DE-44143,Dortmund,DE,Germany
0af2ab31141893d26aca5a404a537dab,DuskBreeze,DE-10119,Berlin,DE,Germany
0af977692321d895349eded183341d28,SmithsoniteStar,DE-40211,Düsseldorf,DE,Germany
0afccdb8a34ee5c79f7c06faf2b4d56e,UltraStratagems,NL-3513,Utrecht,NL,Netherlands
0b09101900100c0e9d312861fad5a1b9,EchoPeak,DE-10178,Berlin,DE,Germany
0b0ddbc7b9d9584f442c7ac92b0ff6c9,HyperEnterprises,DE-80335,Munich,DE,Germany
0b18d63d0cd1d723567903fd34a07df2,VisionaryIndustries,DE-6108,"Halle (Saale)",DE,Germany
0b1ca3ef18a63d7eb0c8897fa0849c08,IgniteEnterprises,DE-26121,Oldenburg,DE,Germany
0b35c634521043bf4b47e21547b99ab5,ProInnovators,AT-9402,Wolfsberg,AT,Austria
0b36063d5818f81ccb94b54adfaebbf5,BoleiteStream,CH-2501,Biel/Bienne,CH,Switzerland
0b3f27369a4d8df98f7eb91077e438ac,VisionaryInnovations,DE-79098,"Freiburg im Breisgau",DE,Germany
0b46f784306be7200ca1700aa55d819f,IvyShade,NL-1011,Amsterdam,NL,Netherlands
0b64bcdb0784abc139af04077d49a20e,Mund,BE-6000,Charleroi,BE,Belgium
0b90b6df587eb83608a64ea8b390cf07,KinoshitaliteValley,AT-4040,Linz,AT,Austria
0bae85eb84b9fb3bd773911e89288d54,SynergyEnterprises,DE-23556,Lübeck,DE,Germany
0bb27263628258b8111a0262769fa9db,TerraMist,DE-10119,Berlin,DE,Germany
0bb738e4d789e63e2267697c42d35a2d,SecureLogistics,DE-26123,Oldenburg,DE,Germany
0be8ff43f22e456b4e0371b2245e4d01,ZephyrGlow,DE-10179,Berlin,DE,Germany
0bebbb2cea103a4a020c95d43fd7d754,FrostlineMist,DE-10179,Berlin,DE,Germany
0bf0150d5b9d60d9cd2906003332f085,XenonGlade,DE-10119,Berlin,DE,Germany
0bfd0b434243adc5c2e1aa6baf19c6aa,VisionHub,FR-75003,Paris,FR,France
0c7533c71df861ec58ad7ff999ed0e8d,BlueLogistics,DE-51375,Leverkusen,DE,Germany
0c7f30ae9b147eca07affbef92832a6a,MummeiteWave,AT-6030,Innsbruck,AT,Austria
0c8380b62e38e8a1e6adbeba7eb9688c,PrimeHub,NL-5913,Venlo,NL,Netherlands
0cab2da43793a6f3c5ed8514c5f54627,VisionaryBlueprints,AT-1040,Vienna,AT,Austria
0cbcee27c791afa0cdcb08587a2013a8,CoreLabs,NL-5915,Venlo,NL,Netherlands
0d33a55da925bbf1ff02af5f6059fc7f,BabingtoniteWave,DE-10179,Berlin,DE,Germany
0d4c8269e7f0401201794deef160edd6,LindqvistiteMoon,DE-28203,Bremen,DE,Germany
0d83f8e03188682112cc0d93523705cc,DynamoShade,BE-2020,Antwerp,BE,Belgium
0d85bbda9889ce1f7e63778d24f346eb,GreenGrowth,NL-3511,Utrecht,NL,Netherlands
0daf5180aa44356f60f8effa533b55a2,TechCommerce,IT-00155,Rome,IT,Italy
0db783cfcd3b73998abc6e10e59a102f,BlueHorizon,DE-40211,Düsseldorf,DE,Germany
0dd184061fb0eaa7ca37932c68ab91c5,DynamicBuilders,DE-80337,Munich,DE,Germany
0ddefe3c7a032b91f4e25b9c3a08fca1,MantienneiteWind,DE-50670,Cologne,DE,Germany
0df3984f9dfb3d49ac6366acbd3bbb85,SynergyLabsX,NL-5012,Tilburg,NL,Netherlands
0dfbed20065e425d2eaefb101f9816c0,HyperXTechies,DE-66119,Saarbrücken,DE,Germany
0e44d110fa6a54e121cb2c095a77762f,InnovaEdge,DE-42651,Solingen,DE,Germany
0e72c1a751b496722a6cb1f10653b62a,BorealBloom,DE-10117,Berlin,DE,Germany
0e982cff76cc0579f632cea8a0e38c9d,DumortieriteGlow,CH-3002,Bern,CH,Switzerland
0ea22c1cfbdc755f86b9b54b39c16043,LithiophoriteWind,NL-7512,Enschede,NL,Netherlands
0eaa7e33d73809f1f925f7d07c506cbd,KunziteSky,DE-60318,Frankfurt,DE,Germany
0ebd97a106433a45a4aebe57c1799778,PrimeSynergies,NL-2512,"The Hague (Den Haag)",NL,Netherlands
0ec28cec4046a4a199b6de9b4c891d97,SmartTechies,IT-00155,Rome,IT,Italy
0ed6ce5d87fd9c69eaacaeb778d67235,HiddeniteLeaf,DE-9115,Chemnitz,DE,Germany
0ee4fb99ac55ffbbc98795aa01b7f8fa,VisionTransform,DE-59069,Hamm,DE,Germany
0ef83d7d83ed97cd2a0049ac8be5f88a,GreenSystems,AT-1050,Vienna,AT,Austria
0f0c984a4a955310903b6b6008660bad,GenesisAI,DE-39106,Magdeburg,DE,Germany
0f519b0d2e5eb2227c93dd25038bfc01,JupiterSolutionsPro,DE-6110,"Halle (Saale)",DE,Germany
0f7eea709efdf942b5f95c7516dbacd7,DynamicSolutions,DE-26127,Oldenburg,DE,Germany
0f80a40c312b2472dca482cf50f5186f,CoreGlobal,DE-6110,"Halle (Saale)",DE,Germany
0f94588695d71662beec8d883ffacf09,BetaInnovators,CH-8003,Zurich,CH,Switzerland
0fe2d9733ed841eb064503920015a8c0,SwiftBuilders,DE-67059,"Ludwigshafen am Rhein",DE,Germany
0ff83046c3fa22efee8ecf291888b191,LindackeriteValley,BE-9060,Ghent,BE,Belgium
0ffa40d54288e4f3499b8780dd0f144f,SmartData,DE-47799,Krefeld,DE,Germany
10076e5788b8ee532724bcd460baf762,EcoConsulting,DE-55120,Mainz,DE,Germany
10089e9f2fd0c668a8fd4e52e1698888,ChalcanthiteReef,DE-47053,Duisburg,DE,Germany
101921376b577a4540dc30e9009133ca,CorePartners,DE-55122,Mainz,DE,Germany
101a3a003516bc11253298b2fad3cb65,DataVentures,DE-55116,Mainz,DE,Germany
1025f0e2d44d7041d6cf58b6550e0bfa,DynamoShade,DE-10119,Berlin,DE,Germany
10264f60a8f0a4d2f30810f5c661c673,JarositeGlow,DE-20099,Hamburg,DE,Germany
1099a00e0ee3a50935e6c2447ca090c5,HyperXBlueprints,FR-75002,Paris,FR,France
10cdd491d1dbea8fb4ead97b19c334ce,GlobalPioneers,NL-8014,Zwolle,NL,Netherlands
10ff823eda2b032e2c93d17a7d294736,CyberTechies,DE-26122,Oldenburg,DE,Germany
112453736dbe3889cfb74e1aaa0ba0c1,GlacierGlade,DE-10119,Berlin,DE,Germany
1127b7f2594683f2510f1c2c834a486b,MarriteValley,DE-20146,Hamburg,DE,Germany
11305281b50fff20ae8bb473f8e11876,VisionIndustries,NL-8911,Leeuwarden,NL,Netherlands
113e3a788b935f48aad63e1c41dac1bd,QuantumBuilders,DE-26127,Oldenburg,DE,Germany
116ccb1a1604bc88e4d234a8c23f33de,FerrohornblendeValley,DE-50667,Cologne,DE,Germany
11742f81550ac064cc9a40f67151d9ad,BetaSystems,DE-18061,Rostock,DE,Germany
117cfc326c6d50da67ca858ff5c0c852,MallarditeReef,FR-76700,"Le Havre",FR,France
11938fcc75f6902fea1d0a6f72b54a57,GenesisTech,CH-1703,Fribourg,CH,Switzerland
119c7f1a00ef43fad0e57604e76a747c,LuminaraBloom,DE-10179,Berlin,DE,Germany
119d1aef1b4144adba89163f6cd9f5d4,DeepSynergies,DE-58091,Hagen,DE,Germany
11bfa66332777660bd0640ee84d47006,KamaciteGlow,DE-28195,Bremen,DE,Germany
11d4c477d09821164bca4f70a2eae031,MinasragriteMoon,DE-28195,Bremen,DE,Germany
11eac105f3f90a9b87b19c89d91e24f3,NimbusBreeze,DE-10115,Berlin,DE,Germany
11fb6f6d341adbe19e81733701704635,HaloHaven,DE-10178,Berlin,DE,Germany
120476eb7a04c149d14772edaf5d9bf2,MorelanditeStream,FR-63200,Clermont-Ferrand,FR,France
1284de4ae8aa26997e748c851557cf0e,BetaLogistics,DE-58091,Hagen,DE,Germany
128639473a139ac0f3e5f5ade55873a5,AventurineEdge,AT-4050,Linz,AT,Austria
128f9bfbe4c7d5185033914b1de3d39a,FuturePioneers,DE-23556,Lübeck,DE,Germany
12a8eb0f8d1cd3270695bf2a99f55966,NimbusBreeze,DE-10119,Berlin,DE,Germany
12b9676b00f60f3b700e83af21824c0e,HyperXSynergies,BE-3600,Genk,BE,Belgium
12c2ed9cded6138cf0c75f525f565fc7,KlockmanniteRiver,DE-33609,Bielefeld,DE,Germany
13074f016982ff2bd6c58ced8682f000,GlobalLogistics,BE-1182,Uccle,BE,Belgium
131fcb0a0c9a47bba4474aacff0f14b7,BorealFlare,DE-10179,Berlin,DE,Germany
1336efc61c316ddf92c899eb817f7cae,JupiterGlobal,DE-67061,"Ludwigshafen am Rhein",DE,Germany
134285d1f41da5c13a756ee8142c8a4e,ZenithGlow,DE-10115,Berlin,DE,Germany
134a288e7de827ec5ec62e3ec9c3a295,TerraMist,DE-10117,Berlin,DE,Germany
134b867a0f7f8bbe6abf10f91874891e,NextGenLabs,DE-51373,Leverkusen,DE,Germany
13511db12ac61e2f89c53b72a944a60b,HauyneCloud,BE-9050,Ghent,BE,Belgium
1352e06ae67b410cdae0b2a22361167b,GlobalConcepts,FR-75002,Paris,FR,France
1354d51653f645349064725ed204e85e,StellarHaven,DE-10117,Berlin,DE,Germany
138dbe45fc62f1e244378131a6801526,FlareStone,DE-10178,Berlin,DE,Germany
139157dd4daa45c25b0807ffff348363,RippleHaven,DE-10178,Berlin,DE,Germany
13c2ed7698b3ca92dad49e849219da59,DemantoidEdge,AT-6050,Innsbruck,AT,Austria
13d058e4eeac2ce8217660b2f8a05812,VisionaryTransform,DE-70178,Stuttgart,DE,Germany
13d95f0f6f73943d4ceffad0fc2cd32c,TurboFutures,IT-00155,Rome,IT,Italy
13dd308f81fea30cc670c656b2b46cc3,ElevateSynergies,DE-6116,"Halle (Saale)",DE,Germany
13e85aac53340018b40c2af68001b7e0,ProConcepts,DE-58089,Hagen,DE,Germany
13f57c12a00ed4610db646b913a7f5c6,LeucospheniteEdge,DE-40212,Düsseldorf,DE,Germany
13fa2a6c6b9d0f43cb588d7c82117a12,JadeMist,DE-10179,Berlin,DE,Germany
141440cad9341e553f8401c574a2aa38,GenesisCommerce,AT-4400,Steyr,AT,Austria
1430239a858e7682bbc43b20758af153,KestrelBloom,DE-10117,Berlin,DE,Germany
1444c08e64d55fb3c25f0f09c07ffcf2,DataNetwork,GB-L3,Liverpool,GB,"United Kingdom"
1464afc72f696af775557a821c2e253f,DonpeacoriteMoon,FR-59300,Lille,FR,France
14a08204d03bb6b6bde8029f801ae0eb,AfwilliteCloud,DE-10178,Berlin,DE,Germany
14d7985702e72162bbf13b6beb74ab2b,CassidyiteLeaf,DE-60318,Frankfurt,DE,Germany
14ee35374a7876217954b5fa08e50463,MadociteStar,DE-47059,Duisburg,DE,Germany
14f2b3587172b9db894c9bad8dab520b,HorizonAI,BE-7714,Mouscron,BE,Belgium
152ee17e4c8aaf53dac99f3462e4999b,InnovaCreators,CH-3101,Köniz,CH,Switzerland
154bdf805377afea75a3bd158e9eab10,ElevateTech,DE-6116,"Halle (Saale)",DE,Germany
1554a68530182680ad5c8b042c3ab563,NextGroup,NL-6713,Ede,NL,Netherlands
157c3e4b42f81ac4a44e8b1ca2fe9876,XenonGlade,DE-10115,Berlin,DE,Germany
